"T_degC","Salnty","STheta","BtlNum","RecInd","T_prec","T_qual","S_prec","S_qual","P_qual","O_qual","SThtaq","O2Satq","Chlqua","Phaqua","PO4q","SiO3qu","NO2q","NO3q","NH3q","C14A1p","C14A1q","C14A2p","C14A2q","DarkAp","DarkAq","MeanAp","MeanAq","R_Depth","R_TEMP","R_POTEMP","R_SALINITY","R_SIGMA","R_SVA","R_DYNHT","R_PRES","R_SAMP"
18.679,33.0127,23.58449,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,0,18.68,18.68,33.013,23.584,429.7,0,0,0.999404407385348
10.89,33.628,25.731,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,9,9,9,9,9,1,9,1,9,1,9,1,9,163,10.89,10.87,33.628,25.73,229.1,0.51,164,0.999404407385348
7.33,34.34,26.858,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,390,7.33,7.29,34.34,26.85,124.9,0.87,392,0.999404407385348
10.14,33.77,25.971,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,127,10.14,10.13,33.77,25.97,205.3,0.34,128,0.999404407385348
8.92,33.87,26.25,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,194,8.92,8.9,33.87,26.25,179.8,0.56,195,0.999404407385348
10.63,34.06,26.113,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,10.63,10.61,34.06,26.11,192.5,0.39,151,0.999404407385348
15.21,33.309,24.624,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,20,15.21,15.21,33.309,24.62,331.2,0.07,20,0.999404407385348
13.5,33.104,24.826,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,34,13.5,13.5,33.104,24.82,312.3,0.11,34,0.999404407385348
13.45,33.077,24.816,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,56,13.45,13.44,33.077,24.81,313.8,0.19,56,0.999404407385348
19.2,33.58,23.887,0.989444699403396,3,1,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,19.2,19.2,33.58,23.88,400.9,0,0,0.999404407385348
9.56,34.416,26.576,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,9.56,9.53,34.416,26.57,151.6,0.7,302,0.999404407385348
12.7,33.6,25.369,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,22,12.7,12.7,33.6,25.36,260.3,0.05,22,0.999404407385348
10.34,33.567,25.777,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,9,9,9,1,9,1,9,1,9,1,9,75,10.34,10.33,33.567,25.77,222.5,0.2,75,0.999404407385348
7.92,34.05,26.543,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,7.92,7.89,34.05,26.54,152.6,0.56,251,0.999404407385348
10.98,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,121,10.98,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,122,0.999404407385348
17.92,34.3,24.757,0.989444699403396,7,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,17.92,17.92,34.3,24.75,317.9,0,0,0.999404407385348
15.72,33.04,24.304,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,15.72,15.72,33.04,24.3,361.3,0.03,10,0.999404407385348
9.42,33.68,26.02,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,132,9.42,9.41,33.68,26.02,200.5,0.37,133,0.999404407385348
14.36,32.859,24.46,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,14.36,14.36,32.859,24.46,347.1,0.1,30,0.999404407385348
11.35,34.76,26.531,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,242,11.35,11.32,34.76,26.53,155.5,0.46,243,0.999404407385348
5.83,34.317,27.04,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,539,5.83,5.78,34.317,27.04,108.4,0.97,543,0.999404407385348
7.41,34.079,26.641,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,320,7.41,7.38,34.079,26.641,144.3,0.724,322,0.999404407385348
12.06,33.444,25.372,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,75,12.06,12.05,33.444,25.37,261.3,0.23,75,0.999404407385348
9.26,33.915,26.232,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,9.26,9.23,33.915,26.23,182.8,0.61,251,0.999404407385348
17.72,33.521,24.209,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,20,17.72,17.72,33.521,24.2,370.8,0.07,20,0.999404407385348
15.78,33.56,24.692,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,15.78,15.78,33.56,24.69,325.1,0.09,30,0.999404407385348
12.11,33.647,25.519,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,54,12.11,12.1,33.647,25.51,246.8,0.17,54,0.999404407385348
10.52,33.66,25.818,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,48,10.52,10.51,33.66,25.81,218.1,0.12,48,0.999404407385348
1.49,34.68,27.779,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,4200,1.49,1.14,34.68,27.77,46.1,3.06,4273,0.999404407385348
7.4,34.211,26.746,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,300,7.4,7.37,34.211,26.74,134.1,0.57,302,0.999404407385348
8.9,33.777,26.18,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,200,8.9,8.88,33.777,26.18,186.5,0.59,201,0.999404407385348
7.55,34.4,26.875,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,410,7.55,7.51,34.4,26.87,123.9,0.84,412,0.999404407385348
17.26,34.06,24.733,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,17.26,17.26,34.06,24.73,320.6,0.03,10,0.999404407385348
15.28,33.06,24.41,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,0,15.28,15.28,33.06,24.41,350.3,0,0,0.999404407385348
6.52,34.04,26.732,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,410,6.52,6.48,34.04,26.73,136.3,0.96,412,0.999404407385348
15.84,33.33,24.501,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,15.84,15.84,33.33,24.5,342.6,0.03,10,0.999404407385348
10.65,33.657,25.794,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,101,10.65,10.64,33.657,25.794,221.6,0.296,101,0.999404407385348
5.49,34.116,26.921,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,425,5.49,5.45,34.116,26.92,117.7,0.71,428,0.999404407385348
19.14,34.24,24.406,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,19.14,19.14,34.24,24.4,351.4,0,0,0.999404407385348
8.71,33.961,26.353,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,8.71,8.69,33.961,26.35,169.1,0.33,151,0.999404407385348
6.6,34.171,26.825,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,442,6.6,6.56,34.171,26.825,128.1,0.894,445,0.999404407385348
11.59,33.64,25.61,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,11.59,11.59,33.64,25.61,237.2,0.04,20,0.999404407385348
11.69,33.921,25.81,0.989444699403396,5,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,11.69,11.69,33.921,25.81,217.8,0,0,0.999404407385348
8.431,34.0327,26.45499,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,4,1,9,1,9,1,9,1,9,170,8.43,8.41,34.033,26.455,160,0.397,171,0.999404407385348
9.6,33.86,26.131,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,102,9.6,9.59,33.86,26.13,189.4,0.24,103,0.999404407385348
10.82,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,117,10.82,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,118,0.999404407385348
8.28,33.99,26.442,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,200,8.28,8.26,33.99,26.44,161.5,0.48,201,0.999404407385348
14.01,33.556,25.071,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,20,14.01,14.01,33.556,25.07,288.6,0.05,20,0.999404407385348
13.79,33.4,24.997,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,61,13.79,13.78,33.4,24.99,296.8,0.18,61,0.999404407385348
17.754,33.2979,24.02975,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,2,17.75,17.75,33.298,24.03,387.3,0.008,2,0.999404407385348
8.4,34.091,26.504,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,8.4,8.37,34.091,26.5,156.6,0.65,251,0.999404407385348
6.66,34.165,26.812,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,400,6.66,6.62,34.165,26.81,128.8,0.76,403,0.999404407385348
3.77,34.45,27.38,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1000,3.77,3.7,34.45,27.38,77.9,1.42,1009,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,3,2.01714837803021,9,2.71678721579824,9,9,9,9,9,8.99984823973741,8.99984354710015,9,9,9,9,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,77,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,78,0.999404407385348
19.27,34.11,24.274,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,19.27,19.27,34.11,24.27,364.3,0.03,10,0.999404407385348
16.91,33.05,24.041,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,16.91,16.91,33.05,24.04,387.1,0.11,30,0.999404407385348
17.27,32.83,23.787,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,17.27,17.27,32.83,23.78,410.4,0,0,0.999404407385348
10.62,33.609,25.763,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,150,10.62,10.6,33.609,25.76,225.6,0.44,151,0.999404407385348
10.05,33.49,25.766,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,10.05,10.05,33.49,25.76,222.6,0.08,30,0.999404407385348
17.37,33.689,24.422,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,1,17.37,17.37,33.689,24.42,349.9,0.003,1,0.999404407385348
4.11,34.38,27.289,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,900,4.11,4.04,34.38,27.28,86.3,1.39,907,0.999404407385348
6.33,34.246,26.92,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,2,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,440,6.33,6.29,34.246,26.92,118.9,0.839,443,0.999404407385348
16.16,34.04,24.976,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,74,16.16,16.15,34.04,24.97,299.5,0.27,74,0.999404407385348
9.56,33.732,26.038,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,125,9.56,9.55,33.732,26.03,198.7,0.34,126,0.999404407385348
19.26,33.829,24.064,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,50,19.26,19.25,33.829,24.06,385.8,0.19,50,0.999404407385348
1.54,34.658,27.75,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,3200,1.54,1.3,34.658,27.75,45.7,2.61,3248,0.999404407385348
16.77,33.822,24.667,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,16.77,16.76,33.822,24.66,328.1,0.16,50,0.999404407385348
8.06,33.96,26.451,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,174,8.06,8.04,33.96,26.45,160,0.36,175,0.999404407385348
12.22,33.325,25.249,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,67,12.22,12.21,33.325,25.24,272.8,0.2,67,0.999404407385348
10.21,33.94,26.094,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,9,9,1,9,1,9,1,9,1,9,250,10.21,10.18,33.94,26.09,196.4,0.71,251,0.999404407385348
15.53,33.52,24.718,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,79,15.53,15.52,33.52,24.71,324.1,0.27,79,0.999404407385348
9.72,33.382,25.738,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,150,9.72,9.7,33.382,25.73,227.7,0.48,151,0.999404407385348
10.1,33.455,25.732,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,126,10.1,10.09,33.455,25.73,227.9,0.36,127,0.999404407385348
16.09,33.76,24.775,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,22,16.09,16.09,33.76,24.77,316.9,0.07,22,0.999404407385348
12.37,32.678,24.719,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,63,12.37,12.36,32.678,24.71,323.2,0.21,63,0.999404407385348
5.46,34.51,27.241,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,777,5.46,5.39,34.51,27.24,92.2,1.17,782,0.999404407385348
13.139,33.4424,25.1626,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,60,13.14,13.13,33.442,25.163,281.1,0.202,60,0.999404407385348
5.99,34.231,26.952,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,500,5.99,5.95,34.231,26.95,116.4,0.96,503,0.999404407385348
12.154,33.1723,25.14622,0.989444699403396,7,2,7.47182946339776,3,6,8.99999554734288,6,6,6,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,100,12.15,12.14,33.172,25.146,283.6,0.381,101,0.999404407385348
9.46,33.82,26.123,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,9.46,9.44,33.82,26.12,191.1,0.39,151,0.999404407385348
15.29,33.358,24.644,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,11,15.29,15.29,33.358,24.64,329,0.03,11,0.999404407385348
9.08,32.6,25.228,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,9.08,9.08,32.6,25.22,273.7,0.08,30,0.999404407385348
16.66,33.491,24.44,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,77,16.66,16.65,33.491,24.44,350.7,0.27,77,0.999404407385348
15.77,33.526,24.667,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,15.77,15.77,33.526,24.66,327.1,0.06,20,0.999404407385348
14.98,33.512,24.833,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,100,14.98,14.96,33.512,24.83,313.7,0.33,100,0.999404407385348
7.26,34.23,26.781,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,358,7.26,7.23,34.23,26.78,131.6,0.72,360,0.999404407385348
4.86,34.25,27.102,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,602,4.86,4.81,34.25,27.1,102,1.09,606,0.999404407385348
11.2,33.63,25.676,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,115,11.2,11.19,33.63,25.67,233.2,0.34,116,0.999404407385348
6.23,34.05,26.776,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,6.23,6.21,34.05,26.77,129.7,0.41,252,0.999404407385348
9.09,34.58,26.781,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,340,9.09,9.05,34.58,26.78,132.7,0.7,342,0.999404407385348
13.23,32.685,24.554,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,13.23,13.23,32.685,24.55,337.5,0.03,10,0.999404407385348
13.93,32.975,24.639,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,13.93,13.93,32.975,24.63,330,0.1,30,0.999404407385348
10.87,33.695,25.785,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,100,10.87,10.86,33.695,25.78,222.5,0.27,100,0.999404407385348
